de_rhasspy-0148|Anton Diedrich Gütschow war Sohn des Kaufmanns und Senators Carl Abraham Gütschow.
de_rhasspy-0149|Nach einem Volontariat bei n-tv folgten Tätigkeiten als Nachrichtenredakteur und Moderator bei dem Sender.
de_rhasspy-0150|Frau Oomen-Ruijten war zu bescheiden.
de_rhasspy-0151|Frau Oomen-Ruijten, bitte!
de_rhasspy-0152|Frau Oomen-Ruijten, ich habe die Kritik gehört.
de_rhasspy-0153|Frau Oomen-Ruijten, ich verstehe das nicht.
de_rhasspy-0155|Der Wirbel um die Ausstellung beeinträchtigte nicht seine Bewunderung der französischen Moderne.
de_rhasspy-0157|Aime liegt im Tal von Tarentaise unterhalb des Skigebiets La Plagne.
de_rhasspy-0159|Müller-Kaempff wurde auf einem heute verwilderten Teil des Wilmersdorfer Waldfriedhofs Stahnsdorf bestattet.
de_rhasspy-0160|Guillaume Postel studierte in Paris Latein und Griechisch.
de_rhasspy-0161|Restaurant und Burg bringen Besucher aus Tirana ins Dorf.
de_rhasspy-0162|Die Burg lag auf einem Berggrat.
de_rhasspy-0164|Der Embryo ist gekrümmt.
de_rhasspy-0165|Obgleich die Idee eines Sicherheitsnetzes sehr interessant ist, reicht sie nicht aus.
de_rhasspy-0166|Er befand sich danach über längere Zeit auf der Flucht.
de_rhasspy-0167|Vor dem Ersten Weltkrieg lockten die Schwefelquellen Kurgäste aus halb Europa an.
de_rhasspy-0168|Umschlossen wird der Detektor von Myon-Kammern.
de_rhasspy-0170|Als Gattung innerhalb der Pyrinae sehen die Früchte wie kleine Äpfel aus.
de_rhasspy-0171|Man erreicht sie auf einer kleinen Abzweigung auf einer Nebenstraße, die zum Denkmal führt.
de_rhasspy-0172|Die einzige Transit-Raststätte mit einer Intershop-Filiale auf dieser Strecke bestand in Quitzow.
de_rhasspy-0173|Die Kapselfrucht reift von August bis September, der Samen keimt sofortig-epigäisch.
de_rhasspy-0174|Es ist nach seiner Gründerin Pauline von Mallinckrodt benannt.
de_rhasspy-0175|Leonardo Moser ist ein Neffe von Aldo und Francesco Moser.
de_rhasspy-0176|Für humane Rotaviren sind mehrere Impfstoffe für kleine Kinder zugelassen.
de_rhasspy-0178|In Bochum arbeitet er abermals mit Sportvorstand Christian Hochstätter zusammen.
de_rhasspy-0180|Diese Aufgabe machte von Mallinckrodt zu ihrer Bestimmung.
de_rhasspy-0181|Die Persönlichkeitseigenschaften, die ein angenehmes Lebensgefühl verbreiten, korrelieren mit einer besseren Funktionsfähigkeit des Immunsystems.
de_rhasspy-0182|Er blieb im Amt, während in allen anderen Bistümern neue Bischöfe eingesetzt wurden.
de_rhasspy-0183|Sprachen sie ursprünglich noch ihre malaiische Sprache, wechselten sie später zu einem kreolischen Portugiesisch.
de_rhasspy-0184|Auch dieser Song enthält ein Sample von Depeche Mode, diesmal vom Song Everything Counts.
de_rhasspy-0185|Während des Weltkriegs erforschte er „neurotische Tachykardien“ bei Soldaten.
de_rhasspy-0189|Er gilt neben Hyacinthe Rigaud als erster Porträtist seiner Zeit in Frankreich.
de_rhasspy-0192|Großtechnisch kann die Dehydratisierung der Alkohole unter Druck katalytisch in der Gasphase durchgeführt werden.
de_rhasspy-0193|Das mittelhochdeutsche Substantiv tant bedeutet „Geschwätz, Unsinn“.
de_rhasspy-0196|Die Raumakustik zahlreicher Säle muss oder musste nachträglich optimiert werden.
de_rhasspy-0197|Sie betrug zwischen drei Monaten und einem Jahr.
de_rhasspy-0198|Diese wegen ihrer rot-blauen Farbe besonders beliebte Strumpfbandnatter ist vom Aussterben bedroht.
de_rhasspy-0199|Am Ort sind mehrere Ärzte niedergelassen.
de_rhasspy-0200|Die Guests setzten sich zudem stark für die Weiterbildung der Erwachsenen ein.
de_rhasspy-0201|Die nächstgrößere Stadt ist Amboise.
de_rhasspy-0203|Oertzen begann seine journalistische Laufbahn bei der Lippischen Tageszeitung in Detmold.
de_rhasspy-0204|Immerhin spielten die Spieler die Saison ohne Bezüge zu Ende.
de_rhasspy-0207|Er hat zutiefst human gehandelt.
de_rhasspy-0208|Westbengalen war lange Zeit eine kommunistische Hochburg.
de_rhasspy-0209|Die Philosophie geht noch zu sehr grade aus, ist noch nicht zyklisch genug.
de_rhasspy-0210|Porta wechselte zur Folgesaison im Wege einer weiteren Ausleihe zum Ligakonkurrenten Nacional Montevideo.
de_rhasspy-0213|Er hatte als Kronprinz außerdem heimlich die katholische und zweimal verwitwete Maria Fitzherbert geheiratet.
de_rhasspy-0216|Blanchard liegt in der Nähe der Grenze zu Minnesota.
de_rhasspy-0217|Stattdessen suchte er Anschluss an die lokale Hip-Hop- und Breakdance-Szene.
de_rhasspy-0218|Die Minsk wurde nach Kyang-yang in Südkorea geschleppt.
de_rhasspy-0219|Durch den heißen Dampf schmilzt die Gelatine zu einer Brühe.
de_rhasspy-0220|Danach driftete der Sturm in nord-nordwestlicher Richtung auf Bermuda zu.
de_rhasspy-0221|Anschließend wechselte er erneut leihweise diesmal zu Hajduk Split in die kroatische Liga.
de_rhasspy-0222|Die Geldscheine waren zweisprachig auf Deutsch und Tschechisch bedruckt.
de_rhasspy-0223|Tomczyk beendete die Saison auf dem dritten Platz.
de_rhasspy-0224|Nollau kündigte eine Verhaftung Guillaumes für die nächsten zwei bis drei Wochen an.
de_rhasspy-0225|Erik Gustaf Geijer veröffentlichte diese Papiere.
de_rhasspy-0226|Offensichtlich, Frau Schmidhuber, wird das auch im Parlament keine Unterstützung finden.
de_rhasspy-0228|Er errichtete die erste ägyptische Mädchenschule und die koptische Gewerbeschule.
de_rhasspy-0230|Danach studierte er noch einige Zeit an der Law School dieser Hochschule.
de_rhasspy-0231|Sein Vater war Arzt und so wuchs Yu im Umfeld eines Krankenhauses auf.
de_rhasspy-0233|Bei Kopf soll sie bleiben, bei Zahl gehen.
de_rhasspy-0234|Füssenich lag früher an einer Seitenstraße der großen Römerstraße Köln-Zülpich-Trier.
de_rhasspy-0236|Die Situation wird zusehends komplizierter, als dann Charleys Vater und auch Onkel Niels auftauchen.
de_rhasspy-0239|Im Sommer des Jahres startete sie zudem bei den Junioren-Weltmeisterschaften im Sommerbiathlon in Otepää.
de_rhasspy-0241|Während ihrer Zeit als Vorsitzende verdoppelte sich die Zahl der Vänsterparti-Abgeordneten.
de_rhasspy-0243|Ich denke, so kommen wir weiter, und ich wüsste gern, ob das möglich wäre.
de_rhasspy-0244|Born war mit Maria Zaugg verheiratet.
de_rhasspy-0247|Die Zusammenarbeit zwischen Crawford und Gable war alles andere als gut.
de_rhasspy-0248|An der University of Minnesota studierte er Management im Fulbright-Scholarship-Programm der School of Management.
de_rhasspy-0250|Das Abdomen bleibt ab dem zweiten Sternit zum Ende hin annähernd gerade.
de_rhasspy-0251|Mit darüber hinausgehenden Äußerungen würden wir uns auf sehr unsicheres Terrain begeben.
de_rhasspy-0252|Die Chancen auf den Erhalt der Selbständigkeit waren schlecht.
de_rhasspy-0254|Im Westen folgen dann die Gemeinden Spa, Theux und Verviers.
de_rhasspy-0255|Die Handschrift wurde nach György Pray benannt.
de_rhasspy-0256|In den dicht bevölkerten Vorstädten patrouilliert das Militär.
de_rhasspy-0257|Justine und Juliette sind die Töchter eines bankrotten Kaufmanns.
de_rhasspy-0258|Sie durchstreift die Krautschicht und findet dort ihre Beute.
de_rhasspy-0259|Der Rat kann den Maximalbetrag, der sich aus Ihrer zweiten Lesung ergeben hat, akzeptieren.
de_rhasspy-0260|Viele dieser Lieder wurden später von Schubert, Haydn und Mendelssohn vertont.
de_rhasspy-0261|Julius von Gemmingen-Steinegg betrieb darin eine Verlagsdruckerei für christliche Schriften.
de_rhasspy-0264|Kurz danach ist er verstorben.
de_rhasspy-0265|Das jetzt erreichte Kursniveau kann jene Anleger aber kaum erfreuen
de_rhasspy-0268|Im Kopfhörerkabel muss unbedingt ein Lautstärkeregler integriert sein.
de_rhasspy-0270|Die jungen Leute gehen weg.
de_rhasspy-0271|Er starb nach Jahren gesundheitlicher Probleme in einem Krankenhaus für Kriegsveteranen.
de_rhasspy-0274|Zusammen mit Bruce Dickinson und Adrian Smith schrieb er das Lied New Frontier.
de_rhasspy-0275|Sein Cousin ist der Architekt und Karikaturist Ernst Maria Lang.
de_rhasspy-0276|Mit den Bayern gewann Kroos in dieser Saison das Double aus Meisterschaft und Pokal.
de_rhasspy-0277|In der Fabrik Pyroma in Feugueyrolles, Frankreich, kam es ebenfalls zu einer ähnlichen Explosion.
de_rhasspy-0278|Die komplexen Lebenszyklen der meisten Parasiten beeinflussen auch die Nahrungskette und das gesamte Ökosystem.
de_rhasspy-0279|Danach wirkte er als Kooperator in Vigaun, Wagrain, Unken und Ellmau.
de_rhasspy-0281|Beim Pfahl ist die Bezeichnung Wellenpfahl gebräuchlich.
de_rhasspy-0282|Da ja Europa immer mehr Kompetenzen erhält, muss diese Kluft kleiner werden.
de_rhasspy-0283|Eine staatliche Unabhängigkeit erschien zu jener Zeit noch utopisch.
de_rhasspy-0285|Entlang des Stadtparks sollen auf diesen Flächen in den nächsten Jahren großflächige Wohngebiete entstehen.
de_rhasspy-0286|Die Häuser und Höfe sind schön gepflegt.
de_rhasspy-0287|Parallele Tendenzen gibt es bei Robert Frank, Nachfolger sind Bernd und Hilla Becher.
de_rhasspy-0288|Dort wurde sie Stipendiatin der Hans-Böckler-Stiftung.
de_rhasspy-0289|Die Fertigstellung erfolgte erst drei Jahre nach dem Tod von Troost durch Gall.
de_rhasspy-0293|Die West- und Südseite sind durch sehr steil abfallendes Terrain geschützt.
de_rhasspy-0294|Die Nasenlöcher waren deutlich vergrößert und annähernd rund.
de_rhasspy-0295|Die Abwanderung von Wissenschaftlern, der so genannte Braindrain, sollte sehr ernst genommen werden.
de_rhasspy-0297|In dieser Zeit schloss er sich der Gruppe De Stijl sowie den Konstruktivisten an.
de_rhasspy-0298|Hinzu kommt bei ihnen jedoch eine dem Sozialismus und der Sozialdemokratie nahestehende politische Ausrichtung.
de_rhasspy-0300|Rajkot ist der Sitz des gleichnamigen Distrikts und des Bistums Rajkot.
de_rhasspy-0302|Das Pförtnerhaus in unmittelbarer Nähe des Haupteinganges wurde in einem Fachwerkstil, Schweizerhaus-Stil genannt, errichtet.
de_rhasspy-0303|Diese soll mit der Gemeinde Jakobi-Heilgeist zusammengelegt werden.
de_rhasspy-0304|Großauheim war nun dessen größte Gemeinde.
de_rhasspy-0305|Alle römischen Historiker erinnern aber auch an die politischen Zugeständnisse an die Plebejer.
de_rhasspy-0308|Der Name Triade für das System von Döbereiner stammt von ihm.
de_rhasspy-0310|In der Tat erwarten wir vom Rat nicht mehr nur starkes Engagement, sondern Taten.
de_rhasspy-0311|Für die Einfuhr von Vögeln für den Heimtiermarkt wurde ein Verbot verhängt.
de_rhasspy-0312|In ihrem letzten Willen verfügte Christel Kittner die Übertragung ihres Vermögens an eine Stiftung.
de_rhasspy-0313|Da pflichte ich dem Herrn Kommissar bei.
de_rhasspy-0317|Auf der Burg gibt es ein Jagd-Museum und ein Restaurant mit Pension.
de_rhasspy-0319|Diese basieren meist auf dem Slimey-Projekt.
de_rhasspy-0320|Die Eigenschaft wird mit Hilfe der Oberhäupter der Familien des Takayanagi-Phönix erweckt.
de_rhasspy-0321|Papierkrieg und Regulierung sind ein Luxus, den sich Europa nicht mehr leisten kann.
de_rhasspy-0322|Als ausländische Fremdsprachen werden zudem Englisch, Russisch, Tschechisch und Französisch angeboten.
de_rhasspy-0323|Der Machiavelli-Trilogie folgen Neuübersetzungen des Principe und anderer Werke Machiavellis.
de_rhasspy-0324|Der Deutscher Fußball-Verband für Böhmen trug in dieser Saison seine zweite Meisterschaft aus.
de_rhasspy-0325|Bei der Unteren Naturschutzbehörde des Landkreises Rhön-Grabfeld ist sie als Naturdenkmal eingetragen.
de_rhasspy-0326|Gleich die ersten fünf im Klassement unterboten den bisherigen Weltrekord von Hjalmar Andersen.
de_rhasspy-0327|Der ursprünglich mäandrierende Verlauf ist nur noch an wenigen Stellen sichtbar.
de_rhasspy-0328|Das Leichtenstern-Zeichen ist ein indirektes klinisches Zeichen für eine Meningitis.
de_rhasspy-0329|Bei der Umgestaltung zum Freizeitpark wurde eine Anlage zur Abführung des Methans gebaut.
de_rhasspy-0330|Es wird hauptsächlich durch die Pfinz entwässert, die auf dem Alb-Pfinz-Plateau ihre Quelle hat.
de_rhasspy-0331|Georg Bätzing ist ein Cousin der Politikerin Sabine Bätzing-Lichtenthäler.
de_rhasspy-0332|Und trotzdem müssen wir uns heute abend zu beiden Aspekten äußern.
de_rhasspy-0333|Die Betriebsführung auf der Lokalbahn übernahm die Kaschau-Oderberger Bahn.
de_rhasspy-0334|Als Grund nannte sie die Annäherung ihrer Partei an die Linkspartei.
de_rhasspy-0335|Mit diesen beiden Herausforderungen müssen wir fertig werden.
de_rhasspy-0336|Das Max-Samuel-Haus wird von der Stadt Rostock und vom Land Mecklenburg-Vorpommern gefördert.
de_rhasspy-0337|Er hat einen massigen, plumpen Körper und einen sehr breiten Kopf mit kleinen Augen.
de_rhasspy-0340|Daneben gibt es noch weitere Häusergruppen und Einzelgehöfte.
de_rhasspy-0341|Sie ist Herausgeber der Fachzeitschriften Astrophysical Journal und Astronomical Journal.
de_rhasspy-0343|Die nachhaltige Zukunft der Menschheit steht auf dem Spiel.
de_rhasspy-0345|Die Mannschaft beendete die Saison als Neunter.
de_rhasspy-0346|Sein musikalisches Stammlokal war das Restaurant Konkordia im Niederdorf in der Stadt Zürich.
de_rhasspy-0347|Die Bewohner von Lachisch verstärkten an dieser Stelle ihre Stadtmauer durch eine Erdaufschüttung.
de_rhasspy-0349|Wenn er Revanche fordert, vermittelt er den „Eindruck eines Boxers kurz vor dem Losschlagen“.
de_rhasspy-0359|Die Vorder- und Rückseite waren ursprünglich identisch, jedoch unterschiedlich stark verwittert.
de_rhasspy-0363|Aufgrund der B-Säule konnten die hinteren Seitenscheiben jedoch nur noch teilweise versenkt werden.
de_rhasspy-0364|Um die Show zu retten, sorgen Mitarbeiter, Schauspieler und Pornodarsteller dafür, dass etwas passiert.
de_rhasspy-0365|Irgendwoher muss man es sich ja besorgen.
de_rhasspy-0367|Ein ebenfalls sehr erfolgreicher Titel war Geh, Alte, schau mi net so deppert an.
de_rhasspy-0368|Burundi gehörte bis zum Ende des Ersten Weltkriegs zu Deutsch-Ostafrika.
de_rhasspy-0371|Nach der Restaurierung wird sie als Ferienhaus genutzt.
de_rhasspy-0374|Umgangssprachlich wurde und wird das Maschinenschreiben als Tippen bezeichnet.
de_rhasspy-0375|Seine jüngeren Brüder Tuomo und Raimo waren erfolgreiche Skispringer.
de_rhasspy-0378|Früher verfügte Fulda über ein eigenes Bahnbetriebswerk.
de_rhasspy-0379|Gastspiele führten den Opernsänger erst durch halb Europa.
de_rhasspy-0380|Die Teams von Brasilien, Chile und Bolivien blieben dem Turnier fern.
de_rhasspy-0381|Unter diesen waren nebst Zivilisten auch Mittäter des Genozids.
de_rhasspy-0382|Alle Spieler beginnen gleichzeitig zu jonglieren; wer als Letzter noch jongliert, gewinnt die Runde.
de_rhasspy-0398|Schreyer trägt seither Verantwortung für die gesamte Hyundai Kia Automotive Group.
de_rhasspy-0401|Dieses Engagement wurde nur durch gelegentliche Gastspielreisen durch Deutschland unterbrochen.
de_rhasspy-0409|Auch die Forschungsergebnisse von Gisela Wegener-Spöhring weisen in diese Richtung.
de_rhasspy-0410|Seine Beliebtheit ging dann immer mehr zurück.
de_rhasspy-0415|In der Bundeswehr wird jährlich von allen Soldaten ein Basis-Fitness-Test abverlangt.
de_rhasspy-0419|Dazu musste die herkömmliche Logik modifiziert werden.
de_rhasspy-0421|Die Mädchen schalten das Radio jedoch ab und schenken der Meldung keinerlei Beachtung.
de_rhasspy-0425|Dabei ist nicht zu übersehen, dass Frauen und Kinder die Hauptbetroffenen sind.
de_rhasspy-0438|In dieser Zeit wurde auch der Musikverein Pöstlingberg gegründet.
de_rhasspy-0440|Der Film wurde von Paramount Pictures produziert.
de_rhasspy-0441|Daneben verfasste er auch Theaterstücke, Film-Drehbücher und Radio-Hörspiele.
de_rhasspy-0442|Die sehr traurige Geschichte Kambodschas wurde mit Blut geschrieben.
de_rhasspy-0443|Der Untersuchungsausschuss stellte fest, dass das Kontrollsystem beim Versandverfahren veraltet war.
de_rhasspy-0444|Er brachte sich autodidaktisch Altgriechisch, Französisch und Deutsch bei.
de_rhasspy-0445|Ich fordere die Kommission dringend dazu auf, ihren Standpunkt klar darzulegen.
de_rhasspy-0447|Die Aufzählung der politischen Errungenschaften in Montreal ist wahrlich beeindruckend.
de_rhasspy-0449|Er engagierte sich für eine Verbesserung der deutsch-polnischen Beziehungen.
de_rhasspy-0451|Außer ihrem Verlauf und ihrem Namen erinnert heute nichts mehr an diesen historischen Straßenzug.
de_rhasspy-0456|Teilweise gehen die Tracks in die Chill-Out-Schiene über.
de_rhasspy-0464|Sie diente vorrangig der An- und Abfuhr landwirtschaftlicher Güter.
de_rhasspy-0468|Nach einem Interview unterlief einem Journalist ein Schreibfehler.
de_rhasspy-0470|Erlauben Sie mir, dass ich kurz auf einige Themen des Berichts eingehe.
de_rhasspy-0473|Kannst du mir zeigen, wie man die Fräsmaschine programmiert?
de_rhasspy-0484|Der Sender rbb habe bisher keinen konkreten Kündigungsgrund belegt.
de_rhasspy-0487|Gleichwohl war die Waffe nur schwer beherrschbar.
de_rhasspy-0489|Aufgrund des föderalistischen Steuersystems variiert die Belastung von Staat zu Staat.
de_rhasspy-0490|Das Y bleibt im Deutschen ein Y, auch bei Pluralformen.
de_rhasspy-0494|Aus der Sicht der Europäischen Kommission war der Gipfel aus drei Gründen sehr nützlich.
de_rhasspy-0496|Das Landesamt für Denkmalpflege nimmt die Aufgabe der fachlichen Denkmalpflege wahr.
de_rhasspy-0499|Die vier genannten Prinzipien dienen als Richtschnur für das Handeln auf Gemeinschaftsebene.
de_rhasspy-0500|Die meisten seiner Forschungsergebnisse hat er in diesem Fachjournal veröffentlicht.
de_rhasspy-0501|Komm, geh weg!
de_rhasspy-0504|Für Bernstein war er „dieses seltsame Genie, das da unten an der Ecke steht“.
de_rhasspy-0506|Er ist Zentrum und Sitz der Stadtregierung von Zunyi.
de_rhasspy-0507|In der Medizin wird nach Art und Ausmaß der Verwachsung unterschieden.
de_rhasspy-0510|Er arbeitete unter anderem als Coca-Cola-Straßenhändler, Verkäufer für Nähmaschinen und Lehrer.
de_rhasspy-0512|Kopf hoch!
de_rhasspy-0513|Die von der Universität Basra für die Region veröffentlichen Zahlen sind erschreckend.
de_rhasspy-0514|Er war Schüler von Joachim Camerarius dem Älteren.
de_rhasspy-0515|Der Kretscham und das Kurhaus stehen leer.
de_rhasspy-0517|Das Gefieder ist überwiegend olivbraun.
de_rhasspy-0518|Das Bucerius Law Journal veröffentlicht Beiträge von Professoren, wissenschaftlichen Mitarbeitern und Praktikern.
de_rhasspy-0521|Die Familie ließ im Schlosspark ein Familiengrab anlegen.
de_rhasspy-0522|Ein Teil seines Lauf ist nur noch durch den gleichnamigen Straßenzug markiert.
de_rhasspy-0523|Können Sie vielleicht mal den Kofferraum aufmachen?
de_rhasspy-0526|Der Namensbestandteil „Sulz“ leitet sich ab von althochdeutsch sulza mit der Bedeutung Salzwasser, Sole.
de_rhasspy-0528|Tögel war verheiratet und hatte zwei Kinder.
de_rhasspy-0531|Sie interpretierte ein Repertoire von Musik aus dem Mittelalter, der Renaissance und dem Barock.
de_rhasspy-0532|Bei Offizieren ist auf dem Band zusätzlich eine Rosette angebracht.
de_rhasspy-0533|Unmittelbar vor seiner geplanten Deportation beging er mit seiner Frau Charlotte Suizid.
